เลขทะเบียน,ประกอบธุรกิจ,หมวดธุรกิจ,สถานะ,วันที่จดทะเบียน,ทุนจดทะเบียน,Website,ก่อตั้งโดย,ที่ตั้ง,ชื่อบริษัทภาษาอังกฤษ,ชื่อบริษัทภาษาไทย,ข้อมูลสำหรับการติดต่อ,ที่มา,สมัครงาน / ดูตำแหน่งงานว่าง,วันที่ร้าง,หลักทรัพย์,วันที่เลิก,เบอร์โทร,ข้อมูลสำหรับติดต่อ,เสร็จชำระบัญชี,เว็บไซต์,พิพากษาล้มละลาย,ศาลสั่งพิทักษ์ทรัพย์,ทะเบียน,จดทะเบียน,ธุรกิจ
'0105534113625,การผลิตน้ำแข็ง,การผลิตน้ำแข็งเพื่อการบริโภค,ยังดำเนินกิจการอยู่,29/11/2534,70000000,,,"1,3,7,9 ซอยรามคำแหง 189 แขวงมีนบุรี เขตมีนบุรี กรุงเทพมหานคร 10510",,บริษัท น้ำแข็งมีนบุรี จำกัด,True,https://www.dataforthai.com/company/0105534113625/,ดูตำแหน่งงานจาก JOBTH,,,,,สมาชิก dataforthai.com สามารถดูข้อมูลการติดต่อเพิ่มเติมได้  สมัครสมาชิกฟรี,,,,,,,
'0745543000425,ผลิตและจำหน่ายน้ำแข็ง,การผลิตน้ำแข็งเพื่อการบริโภค,ยังดำเนินกิจการอยู่,22/2/2543,35000000,,,68/80 หมู่ที่ 8 ตำบลท่าทราย อำเภอเมืองสมุทรสาคร จ.สมุทรสาคร 74000,"ICE APIRACHAI CO.,LTD.",บริษัท น้ำแข็งอภิรชัย จำกัด,True,https://www.dataforthai.com/company/0745543000425/,,,,,,สมาชิก dataforthai.com สามารถดูข้อมูลการติดต่อเพิ่มเติมได้  สมัครสมาชิกฟรี,,,,,,,
'0605547000048,ประกอบกิจการโรงน้ำแข็ง,การผลิตน้ำแข็งเพื่อการบริโภค,ยังดำเนินกิจการอยู่,26/1/2547,40000000,,,40 หมู่ที่ 9 ตำบลบ้านแก่ง อำเภอเมืองนครสวรรค์ จ.นครสวรรค์ 60000,BANN GEANG COMPANY LIMITED,บริษัท บ้านแก่ง จำกัด,False,https://www.dataforthai.com/company/0605547000048/,,,,,,,,,,,,,
'0735542001339,ประกอบกิจการผลิต จำหน่ายน้ำแข็งและน้ำแข็งหลอด,การผลิตน้ำแข็งเพื่อการบริโภค,ยังดำเนินกิจการอยู่,26/11/2542,34000000,,,126 หมู่ที่ 2 ตำบลกระทุ่มล้ม อำเภอสามพราน จ.นครปฐม 73220,"BANNERNNAMKHANGLHOD 1999 CO., LTD.",บริษัท บ้านเนินน้ำแข็งหลอด 1999 จำกัด,False,https://www.dataforthai.com/company/0735542001339/,,,,,,,,,,,,,
'0115521000169,ผลิตน้ำแข็ง ขายส่ง ขายปลีก,การผลิตน้ำแข็งเพื่อการบริโภค,ยังดำเนินกิจการอยู่,1/4/2521,48000000,,,31 ซอย 38 (นำผล 1) ถนนท้ายบ้าน ตำบลปากน้ำ อำเภอเมืองสมุทรปราการ จ.สมุทรปราการ 10270,P. PITAKCHAI COMPANY LIMITED,บริษัท ป.พิทักษ์ชัย จำกัด,False,https://www.dataforthai.com/company/0115521000169/,,,,,,,,,,,,,
'0115553004801,ผลิตและจำหน่ายน้ำแข็ง,การผลิตน้ำแข็งเพื่อการบริโภค,ยังดำเนินกิจการอยู่,7/4/2553,40000000,,,2222 หมู่ที่ 3 ถนนเทพารักษ์ ตำบลเทพารักษ์ อำเภอเมืองสมุทรปราการ จ.สมุทรปราการ 10270,"POLKASEM ICE CO.,LTD.",บริษัท พลเกษม ไอซ์ จำกัด,True,https://www.dataforthai.com/company/0115553004801/,,,,,,สมาชิก dataforthai.com สามารถดูข้อมูลการติดต่อเพิ่มเติมได้  สมัครสมาชิกฟรี,,,,,,,
'0255555000802,จากการผลิตและจำหน่ายน้ำแข็ง,การผลิตน้ำแข็งเพื่อการบริโภค,ยังดำเนินกิจการอยู่,10/9/2555,76000000,,,149 หมู่ที่ 6 ตำบลปากโทก อำเภอเมืองพิษณุโลก จ.พิษณุโลก 65000,"SUNANTHARA PHITSANULOK CO., LTD.",บริษัท สุนันธารา พิษณุโลก จำกัด,False,https://www.dataforthai.com/company/0255555000802/,,,,,,,,,,,,,
'0523541000720,"การผลิตและจำหน่ายน้ำแข็ง,น้ำดื่ม",การผลิตน้ำแข็งเพื่อการบริโภค,ยังดำเนินกิจการอยู่,12/10/2541,40000000,,,165/1 หมู่ที่ 2 ตำบลพิชัย อำเภอเมืองลำปาง จ.ลำปาง 52000,,ห้างหุ้นส่วนจำกัด พี แอนด์ พี พีรพัทธ์,True,https://www.dataforthai.com/company/0523541000720/,,,,,,สมาชิก dataforthai.com สามารถดูข้อมูลการติดต่อเพิ่มเติมได้  สมัครสมาชิกฟรี,,,,,,,
'0845548010240,การผลิตน้ำแข็ง,การผลิตน้ำแข็งเพื่อการบริโภค,ยังดำเนินกิจการอยู่,22/9/2548,30000000,,,29 หมู่ที่ 2 ตำบลเคียนซา อำเภอเคียนซา จ.สุราษฎร์ธานี 84260,P.S. WONGCHARERN COMPANY LIMITED,บริษัท พี.เอส.วงศ์เจริญ จำกัด,True,https://www.dataforthai.com/company/0845548010240/,,,,,,สมาชิก dataforthai.com สามารถดูข้อมูลการติดต่อเพิ่มเติมได้  สมัครสมาชิกฟรี,,,,,,,
'0903539004302,ขายส่งน้ำแข็ง,การผลิตน้ำแข็งเพื่อการบริโภค,ยังดำเนินกิจการอยู่,29/11/2539,40000000,,,118/20 หมู่ที่ 4 ตำบลคลองแห อำเภอหาดใหญ่ จ.สงขลา 90110,U.T.CLEAN WATER,ห้างหุ้นส่วนจำกัด ยู.ที.คลีนวอเตอร์,True,https://www.dataforthai.com/company/0903539004302/,,,,,,สมาชิก dataforthai.com สามารถดูข้อมูลการติดต่อเพิ่มเติมได้  สมัครสมาชิกฟรี,,,,,,,
'0125552016113,โรงน้ำแข็ง,การผลิตน้ำแข็งเพื่อการบริโภค,ยังดำเนินกิจการอยู่,12/11/2552,60000000,,,33/8 หมู่ที่ 5 ซอยบางพลับ 8 ถนนราชพฤกษ์ ตำบลบางพลับ อำเภอปากเกร็ด จ.นนทบุรี 11120,"RACHAPHRUEK ICE CO.,LTD.",บริษัท ราชพฤกษ์ ไอซ์ จำกัด,True,https://www.dataforthai.com/company/0125552016113/,ดูตำแหน่งงานจาก JOBBKK,,,,,สมาชิก dataforthai.com สามารถดูข้อมูลการติดต่อเพิ่มเติมได้  สมัครสมาชิกฟรี,,,,,,,
'0195565002621,,การผลิตน้ำแข็งเพื่อการบริโภค,ยังดำเนินกิจการอยู่,26/9/2565,60000000,,,168 ชั้นที่ 2 หมู่ที่ 8 ตำบลห้วยขมิ้น อำเภอหนองแค จ.สระบุรี 18230,KSI ICE AND BEVERAGE FACTORY COMPANY LIMITED,บริษัท โรงงานน้ำแข็งและเครื่องดื่ม เคเอสไอ จำกัด,False,https://www.dataforthai.com/company/0195565002621/,ดูตำแหน่งงานจาก JOBTHAI,,,,,,,,,,,,
